121,31,220,188,1.000000
122,32,221,189,0.994952
122,32,221,189,0.958807
122,32,221,189,0.970297
122,32,221,189,0.974980
123,31,222,188,0.972704
123,31,222,188,0.975587
124,32,223,189,0.977857
125,30,224,188,0.953176
126,29,225,187,0.923229
126,28,225,186,0.936420
126,27,225,185,0.941832
127,27,226,185,0.922390
128,26,227,184,0.903349
128,26,227,185,0.929245
128,26,227,185,0.877755
128,26,227,185,0.865928
128,26,227,185,0.864728
128,26,227,185,0.874612
128,26,227,185,0.868823
126,26,225,185,0.882366
126,26,225,185,0.910833
127,26,226,185,0.905514
128,27,227,186,0.893244
129,28,228,187,0.868818
131,28,230,186,0.789343
133,28,231,185,0.756040
133,29,231,186,0.745395
134,28,232,185,0.702263
135,28,233,185,0.474162
136,28,234,184,0.441408
136,30,234,185,0.412141
138,31,235,184,0.393845
139,32,235,183,0.398093
140,32,236,183,0.399852
141,33,237,183,0.398310
142,33,238,182,0.392831
143,34,238,182,0.394321
143,35,237,182,0.396652
144,35,238,182,0.397471
144,36,237,182,0.399929
145,37,237,182,0.399187
145,37,237,182,0.399681
146,37,238,181,0.398871
147,37,239,181,0.400059
148,37,240,180,0.400436
148,37,240,180,0.400929
149,37,241,179,0.402036
150,37,242,179,0.401034
151,37,243,179,0.404308
152,38,243,179,0.407282
152,39,242,179,0.407237
152,39,242,179,0.407180
153,39,244,180,0.414033
155,38,247,180,0.420194
156,38,249,181,0.421741
157,38,250,182,0.422942
158,38,251,182,0.428797
159,38,252,183,0.429478
160,37,254,184,0.432032
161,37,255,185,0.427344
162,38,256,186,0.429598
162,38,256,186,0.429540
162,39,255,186,0.428806
162,39,255,186,0.430213
162,40,255,187,0.435776
162,40,255,187,0.445093
162,39,256,188,0.455250
162,38,257,188,0.461420
162,37,258,188,0.458370
162,37,258,188,0.446417
163,36,260,189,0.451550
162,35,260,190,0.452370
161,34,261,192,0.471209
161,33,262,193,0.477721
161,32,263,194,0.485343
161,31,264,194,0.486922
161,31,264,194,0.479685
161,32,263,194,0.460108
161,32,264,195,0.446899
161,32,264,195,0.454086
161,31,265,195,0.452609
161,31,265,195,0.444632
161,31,265,195,0.439281
161,31,265,195,0.450861
160,30,265,196,0.486216
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
121,37,240,225,0.668866
122,37,241,225,0.656912
124,36,243,224,0.651571
125,35,244,223,0.656772
127,33,246,221,0.653616
127,32,246,220,0.659021
127,32,246,220,0.649153
126,32,245,220,0.654155
126,32,245,220,0.655776
127,32,246,220,0.656460
127,32,246,220,0.656959
127,32,246,220,0.661830
128,32,247,220,0.649124
129,31,248,220,0.649919
129,30,248,220,0.659063
129,30,248,220,0.655142
129,30,248,220,0.650424
130,29,249,220,0.635829
131,28,250,219,0.628205
132,28,251,220,0.618410
132,28,251,220,0.608723
133,29,252,220,0.594979
134,29,253,221,0.588592
135,29,254,221,0.583706
136,29,256,222,0.554033
136,29,256,223,0.549435
137,29,257,223,0.523450
138,29,258,223,0.510025
139,28,260,223,0.498110
140,27,261,223,0.488747
141,27,262,222,0.471129
141,27,262,222,0.454336
141,28,262,223,0.457508
142,28,264,224,0.459016
143,28,266,225,0.455009
144,27,268,225,0.444016
146,26,271,226,0.430686
147,26,273,227,0.429232
147,26,273,228,0.430764
147,26,273,228,0.431149
148,26,275,229,0.432226
149,26,276,229,0.431611
150,25,278,229,0.427675
151,24,280,229,0.427381
151,24,280,230,0.431201
151,24,280,230,0.432825
151,24,280,230,0.428111
151,24,280,230,0.424887
151,25,280,230,0.421970
151,26,279,230,0.431471
151,26,279,230,0.435449
151,27,279,230,0.434496
151,27,279,230,0.432216
151,27,279,230,0.434182
151,27,279,230,0.437585
151,28,279,230,0.438281
151,29,278,230,0.438555
151,29,278,230,0.438638
151,29,278,230,0.439601
151,29,278,230,0.440623
151,29,278,230,0.441585
151,29,278,230,0.441510
152,29,279,230,0.442169
153,29,280,230,0.444247
153,29,280,230,0.445637
153,29,280,230,0.445193
153,29,280,230,0.446518
153,30,280,230,0.447261
153,30,280,230,0.448371
153,30,280,230,0.447790
153,30,280,231,0.447941
154,29,282,231,0.453372
155,29,283,232,0.454996
156,29,285,233,0.458377
156,29,285,233,0.458279
156,29,285,234,0.458388
156,29,285,234,0.460122
156,29,285,233,0.459572
156,29,285,233,0.460105
156,28,286,233,0.465161
156,27,287,234,0.468078
156,27,287,234,0.469069
156,27,287,234,0.469521
156,27,287,234,0.469692
156,27,288,235,0.470506
156,27,288,235,0.471527
156,27,288,235,0.471572
156,28,287,234,0.473420
156,28,287,233,0.476917
156,28,288,234,0.477815
156,28,288,234,0.481221
156,28,288,234,0.484226
156,28,288,234,0.482830
156,28,288,234,0.477462
156,28,288,234,0.474937
156,28,288,234,0.465644
156,27,288,234,0.457067
156,27,288,234,0.447426
156,27,288,234,0.441551
156,27,288,233,0.433371
156,28,287,233,0.418987
156,28,287,233,0.404711
156,28,287,233,0.393124
156,28,286,232,0.388916
156,29,285,232,0.382774
156,29,285,231,0.382885
156,29,285,230,0.385802
156,29,285,230,0.389079
156,29,285,230,0.386714
156,29,284,229,0.385901
156,29,283,228,0.383583
156,29,283,228,0.380474
156,29,283,227,0.373964
157,30,283,226,0.366582
157,31,281,225,0.362083
157,31,281,225,0.364523
157,32,280,224,0.367222
157,33,279,224,0.359554
157,33,279,224,0.357125
157,33,279,224,0.352620
157,34,278,224,0.361321
157,34,278,224,0.360324
157,34,278,224,0.358868
157,34,278,224,0.354135
157,34,278,224,0.352588
157,34,278,224,0.358151
157,34,278,225,0.359890
157,34,278,225,0.361579
157,34,278,224,0.362760
157,34,278,224,0.362645
157,34,278,224,0.361403
157,34,278,224,0.360725
157,34,278,224,0.357855
157,34,278,224,0.358165
157,34,278,224,0.359959
157,34,278,224,0.355983
157,34,278,224,0.358451
157,34,278,224,0.357144
157,34,278,225,0.364727
158,34,279,225,0.368883
159,33,282,226,0.389143
160,32,284,227,0.387080
160,31,285,227,0.392937
160,29,287,228,0.402124
161,28,289,228,0.401823
161,27,290,228,0.391571
161,26,291,228,0.400924
161,25,292,229,0.399637
161,25,292,229,0.398215
161,26,291,228,0.399790
161,28,290,228,0.386861
160,29,288,228,0.394786
160,30,287,228,0.380902
160,32,285,226,0.376783
157,34,280,225,0.365034
155,34,278,225,0.356310
153,34,276,225,0.354960
153,34,276,224,0.360064
152,35,274,224,0.367900
150,35,272,224,0.366923
148,35,270,224,0.367121
146,35,268,224,0.366659
146,33,267,220,0.370055
147,27,267,213,0.370384
146,23,266,209,0.370307
